truth threshold is 3 stars
num_features	lambda	mse	top_n	true_pos	false_pos	true_neg	false_neg	precision	recall
105	0.17	1.53978551072	12500	10973	1527	2039	5462	0.87784	0.6676604806814724
105	0.17	1.53978551072	12600	11055	1545	2021	5380	0.8773809523809524	0.672649832674171
105	0.17	1.53978551072	12700	11137	1563	2003	5298	0.8769291338582678	0.6776391846668695
105	0.17	1.53978551072	12800	11214	1586	1980	5221	0.87609375	0.6823243078795254
105	0.17	1.53978551072	12900	11294	1606	1960	5141	0.8755038759689923	0.6871919683602069
105	0.17	1.53978551072	13000	11379	1621	1945	5056	0.8753076923076923	0.6923638576209309
105	0.17	1.53978551072	13100	11460	1640	1926	4975	0.8748091603053435	0.697292363857621
105	0.17	1.53978551072	13200	11545	1655	1911	4890	0.8746212121212121	0.702464253118345
105	0.17	1.53978551072	13300	11632	1668	1898	4803	0.8745864661654136	0.7077578338910862
105	0.17	1.53978551072	13400	11719	1681	1885	4716	0.8745522388059701	0.7130514146638272
105	0.17	1.53978551072	13500	11796	1704	1862	4639	0.8737777777777778	0.7177365378764831
105	0.17	1.53978551072	13600	11875	1725	1841	4560	0.8731617647058824	0.7225433526011561
105	0.17	1.53978551072	13700	11958	1742	1824	4477	0.8728467153284671	0.7275935503498631
105	0.17	1.53978551072	13800	12034	1766	1800	4401	0.8720289855072464	0.7322178278065105
105	0.17	1.53978551072	13900	12116	1784	1782	4319	0.8716546762589928	0.737207179799209
105	0.17	1.53978551072	14000	12193	1807	1759	4242	0.8709285714285714	0.7418923030118649
105	0.17	1.53978551072	14100	12268	1832	1734	4167	0.8700709219858156	0.7464557347125038
105	0.17	1.53978551072	14200	12347	1853	1713	4088	0.8695070422535212	0.7512625494371767
105	0.17	1.53978551072	14300	12424	1876	1690	4011	0.8688111888111888	0.7559476726498326
105	0.17	1.53978551072	14400	12505	1895	1671	3930	0.8684027777777777	0.7608761788865227
105	0.17	1.53978551072	14500	12582	1918	1648	3853	0.8677241379310345	0.7655613020991786
105	0.17	1.53978551072	14600	12656	1944	1622	3779	0.8668493150684932	0.770063888043809
105	0.17	1.53978551072	14700	12734	1966	1600	3701	0.8662585034013606	0.7748098570124734
105	0.17	1.53978551072	14800	12816	1984	1582	3619	0.865945945945946	0.7797992090051719
105	0.17	1.53978551072	14900	12891	2009	1557	3544	0.8651677852348993	0.7843626407058107
105	0.17	1.48311334433	15000	13001	1999	1545	3456	0.8667333333333334	0.7899981770675093
105	0.17	1.48311334433	15100	13079	2021	1523	3378	0.866158940397351	0.7947378015434162
105	0.17	1.48311334433	15200	13160	2040	1504	3297	0.8657894736842106	0.7996597192683964
105	0.17	1.48311334433	15300	13239	2061	1483	3218	0.8652941176470588	0.8044601081606612
105	0.17	1.48311334433	15400	13312	2088	1456	3145	0.8644155844155844	0.8088959105547792
105	0.17	1.48311334433	15500	13390	2110	1434	3067	0.8638709677419355	0.8136355350306861
105	0.17	1.48311334433	15600	13459	2141	1403	2998	0.8627564102564103	0.8178282797593729
105	0.17	1.48311334433	15700	13534	2166	1378	2923	0.8620382165605096	0.8223856109862064
105	0.17	1.48311334433	15800	13619	2181	1363	2838	0.8619620253164557	0.8275505863766178
105	0.17	1.48311334433	15900	13692	2208	1336	2765	0.8611320754716981	0.8319863887707358
105	0.17	1.48311334433	16000	13768	2232	1312	2689	0.8605	0.8366044844139272
105	0.17	1.48311334433	16100	13836	2264	1280	2621	0.8593788819875776	0.8407364647262563
105	0.17	1.48311334433	16200	13913	2287	1257	2544	0.8588271604938271	0.8454153247858054
105	0.17	1.48311334433	16300	13984	2316	1228	2473	0.8579141104294479	0.8497295983472078
105	0.17	1.48311334433	16400	14056	2344	1200	2401	0.8570731707317073	0.8541046363249681
105	0.17	1.48311334433	16500	14128	2372	1172	2329	0.8562424242424242	0.8584796743027283
105	0.17	1.48311334433	16600	14203	2397	1147	2254	0.8556024096385542	0.8630370055295619
105	0.17	1.48311334433	16700	14285	2415	1129	2172	0.8553892215568862	0.8680196876708999
105	0.17	1.48311334433	16800	14357	2443	1101	2100	0.8545833333333334	0.8723947256486602
105	0.17	1.48311334433	16900	14431	2469	1075	2026	0.8539053254437869	0.8768912924591359
105	0.17	1.48311334433	17000	14506	2494	1050	1951	0.8532941176470589	0.8814486236859695
105	0.17	1.48311334433	17100	14573	2527	1017	1884	0.8522222222222222	0.8855198395819408
105	0.17	1.48311334433	17200	14643	2557	987	1814	0.8513372093023256	0.8897733487269854
105	0.17	1.48311334433	17300	14718	2582	962	1739	0.8507514450867052	0.8943306799538191
105	0.17	1.48311334433	17400	14789	2611	933	1668	0.8499425287356321	0.8986449535152214
105	0.17	1.48311334433	17500	14863	2637	907	1594	0.8493142857142857	0.9031415203256973
105	0.17	1.48311334433	17600	14934	2666	878	1523	0.8485227272727273	0.9074557938870997
105	0.17	1.48311334433	17700	15003	2697	847	1454	0.8476271186440678	0.9116485386157865
105	0.17	1.48311334433	17800	15071	2729	815	1386	0.846685393258427	0.9157805189281157
105	0.17	1.48311334433	17900	15146	2754	790	1311	0.8461452513966481	0.9203378501549493
105	0.17	1.51554922254	18000	15178	2822	747	1254	0.8432222222222222	0.9236854917234664
105	0.17	1.51554922254	18100	15247	2853	716	1185	0.8423756906077348	0.9278846153846154
105	0.17	1.51554922254	18200	15315	2885	684	1117	0.8414835164835165	0.9320228821811101
105	0.17	1.51554922254	18300	15384	2916	653	1048	0.8406557377049181	0.936222005842259
105	0.17	1.51554922254	18400	15448	2952	617	984	0.8395652173913043	0.9401168451801363
105	0.17	1.51554922254	18500	15522	2978	591	910	0.839027027027027	0.944620253164557
105	0.17	1.51554922254	18600	15583	3017	552	849	0.8377956989247312	0.9483325219084713
105	0.17	1.51554922254	18700	15650	3050	519	782	0.8368983957219251	0.9524099318403116
105	0.17	1.51554922254	18800	15716	3084	485	716	0.8359574468085106	0.9564264849074976
105	0.17	1.51554922254	18900	15783	3117	452	649	0.8350793650793651	0.9605038948393378
105	0.17	1.51554922254	19000	15846	3154	415	586	0.834	0.9643378773125608
105	0.17	1.51554922254	19100	15908	3192	377	524	0.8328795811518325	0.9681110029211295
105	0.17	1.51554922254	19200	15979	3221	348	453	0.8322395833333334	0.9724318403115871
105	0.17	1.51554922254	19300	16047	3253	316	385	0.8314507772020725	0.9765701071080818
105	0.17	1.51554922254	19400	16103	3297	272	329	0.8300515463917526	0.9799780915287244
105	0.17	1.51554922254	19500	16164	3336	233	268	0.8289230769230769	0.9836903602726388
105	0.17	1.51554922254	19600	16225	3375	194	207	0.8278061224489796	0.9874026290165531
105	0.17	1.51554922254	19700	16286	3414	155	146	0.8267005076142132	0.9911148977604674
105	0.17	1.51554922254	19800	16339	3461	108	93	0.8252020202020202	0.9943403115871471
105	0.17	1.51554922254	19900	16387	3513	56	45	0.8234673366834171	0.997261441090555
